window_name,config_id,sma_period,sentiment_lookback_days,repair_ma_days,rolling_high_days,panic_low_threshold,stress_low_threshold,recovery_threshold,warm_threshold,overheat_threshold,top_risk_threshold,top_risk_watch_threshold,recovery_temperature_ceiling,recovery_top_risk_ceiling,recovery_overheat_ceiling,recovery_dist_sma_ceiling,low_confidence_threshold,low_zone_quality,top_warning_quality,state_stability,extreme_date_accuracy,state_balance,latest_target_penalty,robust_score
stress_2018,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,50.0,0.06,45.0,11.762738159879312,-10.0,19.133333333333333,3.333333333333333,6.3741935483870975,12.0,18.603598374933075
stress_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,50.0,0.06,45.0,-20.0,-10.0,17.08,6.666666666666666,9.73846153846154,12.0,-8.514871794871796
stress_2021_2022,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,50.0,0.06,45.0,17.876360427208958,-10.0,18.84,6.666666666666666,6.368253968253969,12.0,27.751281062129593
stress_2024,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,50.0,0.06,45.0,-20.0,-10.0,18.4,10.0,10.0,12.0,-3.6000000000000014
2011_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,29.2767609183878,30.986851923077182,18.95,6.666666666666666,10.0,12.0,83.88027950813165
2016_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,29.79883107750375,-10.0,18.583333333333332,10.0,10.0,12.0,46.38216441083708
2021_2026,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,20.39561835058803,20.601797457816115,17.9875,13.333333333333332,10.0,0.0,82.31824914173747
stress_2011,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,-20.0,-10.0,20.6,3.333333333333333,10.0,12.0,-8.066666666666666
stress_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,30.12061392475427,-10.0,18.085714285714285,3.333333333333333,10.0,12.0,39.53966154380189
stress_2018,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,11.762738159879312,-10.0,19.133333333333333,3.333333333333333,6.3741935483870975,12.0,18.603598374933075
stress_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,-20.0,-10.0,17.08,6.666666666666666,9.73846153846154,12.0,-8.514871794871796
stress_2021_2022,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,17.876360427208958,-10.0,18.84,6.666666666666666,6.368253968253969,12.0,27.751281062129593
stress_2024,stress60_rec60_warm65_over75_watch70_top75_rectemp70_rectop55_recover50_recdist0p06,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,70.0,55.0,50.0,0.06,45.0,-20.0,-10.0,18.4,10.0,10.0,12.0,-3.6000000000000014
2011_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,29.2767609183878,30.986851923077182,18.95,6.666666666666666,10.0,12.0,83.88027950813165
2016_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,29.79883107750375,-10.0,18.62,10.0,10.0,12.0,46.418831077503754
2021_2026,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,20.39561835058803,20.601797457816115,17.953125,13.333333333333332,10.0,0.0,82.28387414173747
stress_2011,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,-20.0,-10.0,20.6,3.333333333333333,10.0,12.0,-8.066666666666666
stress_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,30.12061392475427,-10.0,18.085714285714285,3.333333333333333,10.0,12.0,39.53966154380189
stress_2018,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,11.762738159879312,-10.0,19.133333333333333,3.333333333333333,6.3741935483870975,12.0,18.603598374933075
stress_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,-20.0,-10.0,17.08,6.666666666666666,9.73846153846154,12.0,-8.514871794871796
stress_2021_2022,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,17.876360427208958,-10.0,18.84,6.666666666666666,6.368253968253969,12.0,27.751281062129593
stress_2024,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,45.0,0.08,45.0,-20.0,-10.0,18.4,10.0,10.0,12.0,-3.6000000000000014
2011_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,29.2767609183878,30.986851923077182,18.95,6.666666666666666,10.0,12.0,83.88027950813165
2016_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,29.79883107750375,-10.0,18.62,10.0,10.0,12.0,46.418831077503754
2021_2026,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,20.39561835058803,20.601797457816115,17.953125,13.333333333333332,10.0,0.0,82.28387414173747
stress_2011,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,-20.0,-10.0,20.6,3.333333333333333,10.0,12.0,-8.066666666666666
stress_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,30.12061392475427,-10.0,18.085714285714285,3.333333333333333,10.0,12.0,39.53966154380189
stress_2018,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,11.762738159879312,-10.0,19.133333333333333,3.333333333333333,6.3741935483870975,12.0,18.603598374933075
stress_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,-20.0,-10.0,17.08,6.666666666666666,9.73846153846154,12.0,-8.514871794871796
stress_2021_2022,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,17.876360427208958,-10.0,18.84,6.666666666666666,6.368253968253969,12.0,27.751281062129593
stress_2024,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop50_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,50.0,55.0,0.08,45.0,-20.0,-10.0,18.4,10.0,10.0,12.0,-3.6000000000000014
2011_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,29.2767609183878,30.986851923077182,18.95,6.666666666666666,10.0,12.0,83.88027950813165
2016_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,29.79883107750375,-10.0,18.62,10.0,10.0,12.0,46.418831077503754
2021_2026,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,20.39561835058803,20.601797457816115,17.953125,13.333333333333332,10.0,0.0,82.28387414173747
stress_2011,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,-20.0,-10.0,20.6,3.333333333333333,10.0,12.0,-8.066666666666666
stress_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,30.12061392475427,-10.0,18.085714285714285,3.333333333333333,10.0,12.0,39.53966154380189
stress_2018,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,11.762738159879312,-10.0,19.133333333333333,3.333333333333333,6.3741935483870975,12.0,18.603598374933075
stress_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,-20.0,-10.0,17.08,6.666666666666666,9.73846153846154,12.0,-8.514871794871796
stress_2021_2022,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,17.876360427208958,-10.0,18.84,6.666666666666666,6.368253968253969,12.0,27.751281062129593
stress_2024,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover45_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,45.0,0.08,45.0,-20.0,-10.0,18.4,10.0,10.0,12.0,-3.6000000000000014
2011_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,29.2767609183878,30.986851923077182,18.95,6.666666666666666,10.0,12.0,83.88027950813165
2016_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,29.79883107750375,-10.0,18.62,10.0,10.0,12.0,46.418831077503754
2021_2026,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,20.39561835058803,20.601797457816115,17.953125,13.333333333333332,10.0,0.0,82.28387414173747
stress_2011,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,-20.0,-10.0,20.6,3.333333333333333,10.0,12.0,-8.066666666666666
stress_2015,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,30.12061392475427,-10.0,18.085714285714285,3.333333333333333,10.0,12.0,39.53966154380189
stress_2018,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,11.762738159879312,-10.0,19.133333333333333,3.333333333333333,6.3741935483870975,12.0,18.603598374933075
stress_2020,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,-20.0,-10.0,17.08,6.666666666666666,9.73846153846154,12.0,-8.514871794871796
stress_2021_2022,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,17.876360427208958,-10.0,18.84,6.666666666666666,6.368253968253969,12.0,27.751281062129593
stress_2024,stress60_rec60_warm65_over75_watch70_top75_rectemp65_rectop60_recover55_recdist0p08,180,1260,50,252,75.0,60.0,60.0,65.0,75.0,75.0,70.0,65.0,60.0,55.0,0.08,45.0,-20.0,-10.0,18.4,10.0,10.0,12.0,-3.6000000000000014
