date,nav,accum_nav,daily_growth,purchase_status,redeem_status
2022-09-15,1.0000,1.0000,,封闭期,封闭期
2022-09-16,1.0007,1.0007,0.07%,封闭期,封闭期
2022-09-21,0.9793,0.9793,,封闭期,封闭期
2022-09-22,0.9733,0.9733,-0.61%,开放申购,开放赎回
2022-09-23,0.9606,0.9606,-1.30%,开放申购,开放赎回
2022-09-26,0.9609,0.9609,0.03%,开放申购,开放赎回
2022-09-27,0.9672,0.9672,0.66%,开放申购,开放赎回
2022-09-28,0.9874,0.9874,2.09%,开放申购,开放赎回
2022-09-29,0.9631,0.9631,-2.46%,开放申购,开放赎回
2022-09-30,0.9485,0.9485,-1.52%,开放申购,开放赎回
2022-10-10,0.9444,0.9444,-0.43%,开放申购,开放赎回
2022-10-11,0.9334,0.9334,-1.16%,开放申购,开放赎回
2022-10-12,0.9325,0.9325,-0.10%,开放申购,开放赎回
2022-10-13,0.9528,0.9528,2.18%,开放申购,开放赎回
2022-10-14,0.9246,0.9246,-2.96%,开放申购,开放赎回
2022-10-17,0.9532,0.9532,3.09%,开放申购,开放赎回
2022-10-18,0.9591,0.9591,0.62%,开放申购,开放赎回
2022-10-19,0.9559,0.9559,-0.33%,开放申购,开放赎回
2022-10-20,0.9518,0.9518,-0.43%,开放申购,开放赎回
2022-10-21,0.9725,0.9725,2.17%,开放申购,开放赎回
2022-10-24,0.9823,0.9823,1.01%,开放申购,开放赎回
2022-10-25,1.0054,1.0054,2.35%,开放申购,开放赎回
2022-10-26,0.9846,0.9846,-2.07%,开放申购,开放赎回
2022-10-27,0.9662,0.9662,-1.87%,开放申购,开放赎回
2022-10-28,0.9972,0.9972,3.21%,开放申购,开放赎回
2022-10-31,0.9865,0.9865,-1.07%,开放申购,开放赎回
2022-11-01,0.9799,0.9799,-0.67%,开放申购,开放赎回
2022-11-02,0.9490,0.9490,-3.15%,开放申购,开放赎回
2022-11-03,0.9354,0.9354,-1.43%,开放申购,开放赎回
2022-11-04,0.9486,0.9486,1.41%,开放申购,开放赎回
2022-11-07,0.9546,0.9546,0.63%,开放申购,开放赎回
2022-11-08,0.9588,0.9588,0.44%,开放申购,开放赎回
2022-11-09,0.9387,0.9387,-2.10%,开放申购,开放赎回
2022-11-10,1.0036,1.0036,6.91%,开放申购,开放赎回
2022-11-11,1.0143,1.0143,1.07%,开放申购,开放赎回
2022-11-14,0.9934,0.9934,-2.06%,开放申购,开放赎回
2022-11-15,1.0011,1.0011,0.78%,开放申购,开放赎回
2022-11-16,0.9871,0.9871,-1.40%,开放申购,开放赎回
2022-11-17,0.9895,0.9895,0.24%,开放申购,开放赎回
2022-11-18,0.9950,0.9950,0.56%,开放申购,开放赎回
2022-11-21,0.9873,0.9873,-0.77%,开放申购,开放赎回
2022-11-22,1.0069,1.0069,1.99%,开放申购,开放赎回
2022-11-23,1.0109,1.0109,0.40%,开放申购,开放赎回
2022-11-24,1.0098,1.0098,-0.11%,暂停申购,暂停赎回
2022-11-25,1.0050,1.0050,-0.48%,开放申购,开放赎回
2022-11-28,0.9950,0.9950,-1.00%,开放申购,开放赎回
2022-11-29,0.9932,0.9932,-0.18%,开放申购,开放赎回
2022-11-30,1.0333,1.0333,4.04%,开放申购,开放赎回
2022-12-01,1.0273,1.0273,-0.58%,开放申购,开放赎回
2022-12-02,1.0142,1.0142,-1.28%,开放申购,开放赎回
2022-12-05,0.9958,0.9958,-1.81%,开放申购,开放赎回
2022-12-06,0.9688,0.9688,-2.71%,开放申购,开放赎回
2022-12-07,0.9676,0.9676,-0.12%,开放申购,开放赎回
2022-12-08,0.9738,0.9738,0.64%,开放申购,开放赎回
2022-12-09,0.9682,0.9682,-0.58%,开放申购,开放赎回
2022-12-12,0.9784,0.9784,1.05%,开放申购,开放赎回
2022-12-13,0.9874,0.9874,0.92%,开放申购,开放赎回
2022-12-14,0.9775,0.9775,-1.00%,开放申购,开放赎回
2022-12-15,0.9450,0.9450,-3.32%,开放申购,开放赎回
2022-12-16,0.9422,0.9422,-0.30%,开放申购,开放赎回
2022-12-19,0.9295,0.9295,-1.35%,开放申购,开放赎回
2022-12-20,0.9301,0.9301,0.06%,开放申购,开放赎回
2022-12-21,0.9404,0.9404,1.11%,开放申购,开放赎回
2022-12-22,0.9193,0.9193,-2.24%,开放申购,开放赎回
2022-12-23,0.9231,0.9231,0.41%,开放申购,开放赎回
2022-12-26,0.9230,0.9230,-0.01%,暂停申购,暂停赎回
2022-12-27,0.9077,0.9077,-1.66%,开放申购,开放赎回
2022-12-28,0.8976,0.8976,-1.11%,开放申购,开放赎回
2022-12-29,0.9200,0.9200,2.50%,开放申购,开放赎回
2022-12-30,0.9179,0.9179,-0.23%,开放申购,开放赎回
2022-12-31,0.9178,0.9178,-0.01%,开放申购,开放赎回
2023-01-03,0.9098,0.9098,-0.88%,开放申购,开放赎回
2023-01-04,0.9100,0.9100,0.02%,开放申购,开放赎回
2023-01-05,0.8947,0.8947,-1.68%,开放申购,开放赎回
2023-01-06,0.9183,0.9183,2.64%,开放申购,开放赎回
2023-01-09,0.9158,0.9158,-0.27%,开放申购,开放赎回
2023-01-10,0.9155,0.9155,-0.03%,开放申购,开放赎回
2023-01-11,0.9323,0.9323,1.84%,开放申购,开放赎回
2023-01-12,0.9360,0.9360,0.40%,开放申购,开放赎回
2023-01-13,0.9375,0.9375,0.16%,开放申购,开放赎回
2023-01-16,0.9355,0.9355,-0.21%,暂停申购,暂停赎回
2023-01-17,0.9377,0.9377,0.24%,开放申购,开放赎回
2023-01-18,0.9307,0.9307,-0.75%,开放申购,开放赎回
2023-01-19,0.9229,0.9229,-0.84%,开放申购,开放赎回
2023-01-20,0.9476,0.9476,2.68%,开放申购,开放赎回
2023-01-30,0.9687,0.9687,2.23%,开放申购,开放赎回
2023-01-31,0.9830,0.9830,1.48%,开放申购,开放赎回
2023-02-01,1.0015,1.0015,1.88%,开放申购,开放赎回
2023-02-02,1.0293,1.0293,2.78%,开放申购,开放赎回
