date,nav,accum_nav,daily_growth,purchase_status,redeem_status
2018-12-12,1.1580,1.1580,0.94%,开放申购,开放赎回
2018-12-13,1.1537,1.1537,-0.37%,开放申购,开放赎回
2018-12-14,1.1252,1.1252,-2.47%,开放申购,开放赎回
2018-12-17,1.1038,1.1038,-1.90%,开放申购,开放赎回
2018-12-18,1.1100,1.1100,0.56%,开放申购,开放赎回
2018-12-19,1.0860,1.0860,-2.16%,开放申购,开放赎回
2018-12-20,1.0707,1.0707,-1.41%,开放申购,开放赎回
2018-12-21,1.0368,1.0368,-3.17%,开放申购,开放赎回
2018-12-24,1.0155,1.0155,-2.05%,开放申购,开放赎回
2018-12-26,1.0723,1.0723,,开放申购,开放赎回
2018-12-27,1.0773,1.0773,0.47%,开放申购,开放赎回
2018-12-28,1.0725,1.0725,-0.45%,开放申购,开放赎回
2018-12-31,1.0796,1.0796,,开放申购,开放赎回
2019-01-02,1.0821,1.0821,0.90%,开放申购,开放赎回
2019-01-03,1.0501,1.0501,-2.96%,开放申购,开放赎回
2019-01-04,1.0943,1.0943,4.21%,开放申购,开放赎回
2019-01-07,1.1036,1.1036,0.85%,开放申购,开放赎回
2019-01-08,1.1119,1.1119,0.75%,开放申购,开放赎回
2019-01-09,1.1219,1.1219,0.90%,开放申购,开放赎回
2019-01-10,1.1192,1.1192,-0.24%,开放申购,开放赎回
2019-01-11,1.1120,1.1120,-0.64%,开放申购,开放赎回
2019-01-14,1.0963,1.0963,-1.41%,开放申购,开放赎回
2019-01-15,1.1162,1.1162,1.82%,开放申购,开放赎回
2019-01-16,1.1172,1.1172,0.09%,开放申购,开放赎回
2019-01-17,1.1247,1.1247,0.67%,开放申购,开放赎回
2019-01-18,1.1363,1.1363,1.03%,开放申购,开放赎回
2019-01-22,1.1176,1.1176,,开放申购,开放赎回
2019-01-23,1.1212,1.1212,0.32%,开放申购,开放赎回
2019-01-24,1.1256,1.1256,0.39%,开放申购,开放赎回
2019-01-25,1.1413,1.1413,1.39%,开放申购,开放赎回
2019-01-28,1.1193,1.1193,-1.93%,开放申购,开放赎回
2019-01-29,1.1072,1.1072,-1.08%,开放申购,开放赎回
2019-01-30,1.1347,1.1347,2.48%,开放申购,开放赎回
2019-01-31,1.1451,1.1451,0.92%,开放申购,开放赎回
2019-02-01,1.1411,1.1411,-0.35%,开放申购,开放赎回
2019-02-11,1.1534,1.1534,1.08%,开放申购,开放赎回
2019-02-12,1.1745,1.1745,1.83%,开放申购,开放赎回
2019-02-13,1.1731,1.1731,-0.12%,开放申购,开放赎回
2019-02-14,1.1755,1.1755,0.20%,开放申购,开放赎回
2019-02-15,1.1786,1.1786,0.26%,开放申购,开放赎回
2019-02-19,1.1808,1.1808,,开放申购,开放赎回
2019-02-20,1.1790,1.1790,-0.15%,开放申购,开放赎回
2019-02-21,1.1686,1.1686,-0.88%,开放申购,开放赎回
2019-02-22,1.1759,1.1759,0.62%,开放申购,开放赎回
2019-02-25,1.1793,1.1793,0.29%,开放申购,开放赎回
2019-02-26,1.1775,1.1775,-0.15%,开放申购,开放赎回
2019-02-27,1.1749,1.1749,-0.22%,开放申购,开放赎回
2019-02-28,1.1728,1.1728,-0.18%,开放申购,开放赎回
2019-03-01,1.1822,1.1822,0.80%,开放申购,开放赎回
2019-03-04,1.1836,1.1836,0.12%,开放申购,开放赎回
2019-03-05,1.1836,1.1836,0.00%,开放申购,开放赎回
2019-03-06,1.1776,1.1776,-0.51%,开放申购,开放赎回
2019-03-07,1.1656,1.1656,-1.02%,开放申购,开放赎回
2019-03-08,1.1659,1.1659,0.03%,开放申购,开放赎回
2019-03-11,1.1888,1.1888,1.96%,开放申购,开放赎回
2019-03-12,1.1934,1.1934,0.39%,开放申购,开放赎回
2019-03-13,1.2018,1.2018,0.70%,开放申购,开放赎回
2019-03-14,1.1980,1.1980,-0.32%,开放申购,开放赎回
2019-03-15,1.2105,1.2105,1.04%,开放申购,开放赎回
2019-03-18,1.2120,1.2120,0.12%,开放申购,开放赎回
2019-03-19,1.2153,1.2153,0.27%,开放申购,开放赎回
2019-03-20,1.2210,1.2210,0.47%,开放申购,开放赎回
2019-03-21,1.2339,1.2339,1.06%,开放申购,开放赎回
2019-03-22,1.2097,1.2097,-1.96%,开放申购,开放赎回
2019-03-25,1.2108,1.2108,0.09%,开放申购,开放赎回
2019-03-26,1.2151,1.2151,0.36%,开放申购,开放赎回
2019-03-27,1.2101,1.2101,-0.41%,开放申购,开放赎回
2019-03-28,1.2142,1.2142,0.34%,开放申购,开放赎回
2019-03-29,1.2245,1.2245,0.85%,开放申购,开放赎回
2019-04-01,1.2365,1.2365,0.98%,开放申购,开放赎回
2019-04-02,1.2393,1.2393,0.23%,开放申购,开放赎回
2019-04-03,1.2469,1.2469,0.61%,开放申购,开放赎回
2019-04-04,1.2438,1.2438,-0.25%,开放申购,开放赎回
2019-04-08,1.2557,1.2557,0.96%,开放申购,开放赎回
2019-04-09,1.2497,1.2497,-0.48%,开放申购,开放赎回
2019-04-10,1.2558,1.2558,0.49%,开放申购,开放赎回
2019-04-11,1.2528,1.2528,-0.24%,开放申购,开放赎回
2019-04-12,1.2602,1.2602,0.59%,开放申购,开放赎回
2019-04-15,1.2583,1.2583,-0.15%,开放申购,开放赎回
2019-04-16,1.2620,1.2620,0.29%,开放申购,开放赎回
2019-04-17,1.2662,1.2662,0.33%,开放申购,开放赎回
2019-04-18,1.2640,1.2640,-0.17%,开放申购,开放赎回
2019-04-22,1.2698,1.2698,,开放申购,开放赎回
2019-04-23,1.2853,1.2853,1.22%,开放申购,开放赎回
2019-04-24,1.2834,1.2834,-0.15%,开放申购,开放赎回
2019-04-25,1.2898,1.2898,0.50%,开放申购,开放赎回
2019-04-26,1.2913,1.2913,0.12%,开放申购,开放赎回
2019-04-29,1.2932,1.2932,0.15%,开放申购,开放赎回
2019-04-30,1.2838,1.2838,-0.73%,开放申购,开放赎回
2019-05-06,1.2866,1.2866,0.22%,开放申购,开放赎回
2019-05-07,1.2676,1.2676,-1.48%,开放申购,开放赎回
2019-05-08,1.2638,1.2638,-0.30%,开放申购,开放赎回
2019-05-09,1.2596,1.2596,-0.33%,开放申购,开放赎回
2019-05-10,1.2650,1.2650,0.43%,开放申购,开放赎回
2019-05-13,1.2241,1.2241,-3.23%,开放申购,开放赎回
2019-05-14,1.2436,1.2436,1.59%,开放申购,开放赎回
2019-05-15,1.2655,1.2655,1.76%,开放申购,开放赎回
2019-05-16,1.2785,1.2785,1.03%,开放申购,开放赎回
2019-05-17,1.2695,1.2695,-0.70%,开放申购,开放赎回
2019-05-20,1.2515,1.2515,-1.42%,开放申购,开放赎回
2019-05-21,1.2634,1.2634,0.95%,开放申购,开放赎回
2019-05-22,1.2586,1.2586,-0.38%,开放申购,开放赎回
2019-05-23,1.2403,1.2403,-1.45%,开放申购,开放赎回
2019-05-24,1.2391,1.2391,-0.10%,开放申购,开放赎回
2019-05-28,1.2349,1.2349,,开放申购,开放赎回
2019-05-29,1.2251,1.2251,-0.79%,开放申购,开放赎回
2019-05-30,1.2298,1.2298,0.38%,开放申购,开放赎回
2019-05-31,1.2109,1.2109,-1.54%,开放申购,开放赎回
2019-06-03,1.1850,1.1850,-2.14%,开放申购,开放赎回
2019-06-04,1.2149,1.2149,2.52%,开放申购,开放赎回
2019-06-05,1.2253,1.2253,0.86%,开放申购,开放赎回
2019-06-06,1.2351,1.2351,0.80%,开放申购,开放赎回
2019-06-10,1.2715,1.2715,2.95%,开放申购,开放赎回
2019-06-11,1.2735,1.2735,0.16%,开放申购,开放赎回
2019-06-12,1.2668,1.2668,-0.53%,开放申购,开放赎回
2019-06-13,1.2732,1.2732,0.51%,开放申购,开放赎回
2019-06-14,1.2683,1.2683,-0.38%,开放申购,开放赎回
2019-06-17,1.2760,1.2760,0.61%,开放申购,开放赎回
2019-06-18,1.2934,1.2934,1.36%,开放申购,开放赎回
2019-06-19,1.2976,1.2976,0.32%,开放申购,开放赎回
2019-06-20,1.3072,1.3072,0.74%,开放申购,开放赎回
2019-06-21,1.2996,1.2996,-0.58%,开放申购,开放赎回
2019-06-24,1.2992,1.2992,-0.03%,开放申购,开放赎回
2019-06-25,1.2794,1.2794,-1.52%,开放申购,开放赎回
2019-06-26,1.2873,1.2873,0.62%,开放申购,开放赎回
2019-06-27,1.2936,1.2936,0.49%,开放申购,开放赎回
2019-06-28,1.2953,1.2953,0.13%,开放申购,开放赎回
2019-06-30,1.2943,1.2943,,开放申购,开放赎回
2019-07-01,1.3093,1.3093,1.08%,开放申购,开放赎回
2019-07-02,1.3107,1.3107,0.11%,开放申购,开放赎回
2019-07-03,1.3226,1.3226,0.91%,开放申购,开放赎回
2019-07-05,1.3210,1.3210,,开放申购,开放赎回
2019-07-08,1.3155,1.3155,-0.42%,开放申购,开放赎回
2019-07-09,1.3216,1.3216,0.46%,开放申购,开放赎回
2019-07-10,1.3341,1.3341,0.95%,开放申购,开放赎回
2019-07-11,1.3295,1.3295,-0.34%,开放申购,开放赎回
2019-07-12,1.3366,1.3366,0.53%,开放申购,开放赎回
2019-07-15,1.3405,1.3405,0.29%,开放申购,开放赎回
2019-07-16,1.3349,1.3349,-0.42%,开放申购,开放赎回
2019-07-17,1.3309,1.3309,-0.30%,开放申购,开放赎回
2019-07-18,1.3320,1.3320,0.08%,开放申购,开放赎回
2019-07-19,1.3186,1.3186,-1.01%,开放申购,开放赎回
2019-07-22,1.3321,1.3321,1.02%,开放申购,开放赎回
2019-07-23,1.3409,1.3409,0.66%,开放申购,开放赎回
2019-07-24,1.3505,1.3505,0.72%,开放申购,开放赎回
2019-07-25,1.3352,1.3352,-1.13%,开放申购,开放赎回
2019-07-26,1.3505,1.3505,1.15%,开放申购,开放赎回
2019-07-29,1.3462,1.3462,-0.32%,开放申购,开放赎回
2019-07-30,1.3411,1.3411,-0.38%,开放申购,开放赎回
2019-07-31,1.3240,1.3240,-1.28%,开放申购,开放赎回
2019-08-01,1.3180,1.3180,-0.45%,开放申购,开放赎回
2019-08-02,1.3009,1.3009,-1.30%,开放申购,开放赎回
2019-08-05,1.2590,1.2590,-3.22%,开放申购,开放赎回
2019-08-06,1.2847,1.2847,2.04%,开放申购,开放赎回
